price,occupancy,revpar
40.0,0.626098965810666,25.04395863242664
45.656565656565654,0.6029380347416297,27.528079970021878
51.313131313131315,0.5824857678906826,29.889168695804727
56.96969696969697,0.5641744297086536,32.1408462985536
62.62626262626263,0.5475979689817786,34.294014219060884
68.28282828282829,0.5324559125625714,36.3575956456867
73.93939393939394,0.5185196649327872,38.3390297707879
79.5959595959596,0.5056112660794911,40.24461390612515
85.25252525252526,0.4935894594937972,42.07974785987524
90.9090909090909,0.4823402449353891,43.84911317594446
96.56565656565657,0.4717702878628477,45.556807595644685
102.22222222222223,0.46180220781784664,47.20644791026877
107.87878787878788,0.4523711374714964,48.801249981773545
113.53535353535354,0.44342216207577656,50.34409193668413
119.1919191919192,0.4349083821154007,51.83756473698716
124.84848484848484,0.42678942556422883,53.28401313104917
130.50505050505052,0.4190302900716104,54.685569168941484
136.16161616161617,0.4116004309944993,56.04417989702879
141.8181818181818,0.40447303517658817,57.36163044322523
147.47474747474746,0.39762443684697235,58.63956341379592
153.13131313131314,0.3910336435167243,59.879495310237786
158.78787878787878,0.384681947915267,61.08283051745452
164.44444444444446,0.3785526078836676,62.25087329642535
170.1010101010101,0.3726305804262011,63.3848381250225
175.75757575757575,0.36690229928359197,64.48585866196464
181.41414141414143,0.3613554877514725,65.55499555572169
187.07070707070707,0.3559790002475678,66.59324327863591
192.72727272727272,0.3507626874866029,67.60153613378165
198.3838383838384,0.34569728116352694,68.58075355607747
204.04040404040404,0.34077429485283106,69.53172480835543
209.6969696969697,0.3359859384622379,70.45523315632383
215.35353535353536,0.3313250440752129,71.35201959276303
221.010101010101,0.3267850014099458,72.22278617019812
226.66666666666666,0.3223597014361189,73.06819899218695
232.32323232323233,0.31804348694256956,73.8888909058495
237.97979797979798,0.3138311090522541,74.68546393203138
243.63636363636363,0.30971768884601614,75.45849146430211
249.2929292929293,0.3056986833914166,76.208520263638
254.94949494949495,0.3017698555834505,76.93607227198272
260.6060606060606,0.2979272472951202,77.6416462647889
266.26262626262627,0.294167155411319,78.32571936002392
271.9191919191919,0.2904861103822637,78.98874839889433
277.57575757575756,0.2868808569851574,79.63117121163764
283.2323232323232,0.28334833702673445,80.2534077800973
288.8888888888889,0.2798856737563563,80.85586130739183
294.5454545454545,0.27649015779060493,81.43891920377817
300.2020202020202,0.273159234376822,82.00295399675909
305.85858585858585,0.2698904918456029,82.5483241725743
311.5151515151515,0.26668165112149467,83.07537495542319
317.17171717171715,0.263530556177622,83.58443903007404
322.82828282828285,0.2604351653341064,84.0758372129095
328.4848484848485,0.2573935433123278,84.54987907592827
334.14141414141415,0.25440385396758103,85.00686352775334
339.7979797979798,0.25146435363179487,85.44707935528868
345.45454545454544,0.24857338500586468,85.87080572929871
351.1111111111111,0.24572937154803864,86.27831267686689
356.7676767676768,0.24293081231077984,86.66986152340147
362.42424242424244,0.24017627718376877,87.04570530660226
368.0808080808081,0.23746440250530498,87.40608916457893
373.73737373737373,0.23479388700839054,87.75125070010556
379.3939393939394,0.23216348807132947,88.08142032281954
385.050505050505,0.2295720182457961,88.39682157100754
390.7070707070707,0.22701834203809668,88.69767141448061
396.3636363636364,0.22450137292177796,88.98418053990473
402.020202020202,0.22202007056191753,89.2565536198416
407.67676767676767,0.21957343823334585,89.51498956664483
413.3333333333333,0.2171605204167626,89.75968177226187
418.989898989899,0.2147804005582401,89.99081833490708
424.64646464646466,0.2124321989789668,90.20858227349258
430.3030303030303,0.21011507092329773,90.41315173063114
435.95959595959596,0.20782820473427743,90.60470016496377
441.6161616161616,0.20557082014677208,90.78339653350379
447.27272727272725,0.20334216668922966,90.94940546463727
452.92929292929296,0.20114152218587633,91.10288742237066
458.5858585858586,0.19896819135186905,91.24399886237228
464.24242424242425,0.19682150447456603,91.37289238031369
469.8989898989899,0.1947008161746575,91.48971685298048
475.55555555555554,0.19260550424142253,91.5946175725876
481.2121212121212,0.1905349685368518,91.68773637470323
486.8686868686869,0.18848862996380755,91.76921176015681
492.52525252525254,0.18646592949378338,91.83917901128159
498.1818181818182,0.18446632725017786,91.89777030281589
503.83838383838383,0.18248930164332333,91.94511480776735
509.4949494949495,0.18053434855380024,91.98133879852206
515.1515151515151,0.17860098056084195,92.00656574346402
520.8080808080808,0.17668872621286935,92.02091639934893
526.4646464646464,0.17479712933743174,92.02450889966607
532.1212121212121,0.17292574838801977,92.01745883920083
537.7777777777778,0.17107415582541807,91.99987935500262
543.4343434343434,0.1692419375314218,91.97188120394438
549.090909090909,0.1674286922529118,91.93357283705338
554.7474747474747,0.1656340310744202,91.88506047077937
560.4040404040404,0.16385757691744796,91.82644815535366
566.060606060606,0.16209896406493018,91.75783784039078
571.7171717171717,0.1603578377093402,91.6793294378652
577.3737373737374,0.1586338535230427,91.59102088259719
583.030303030303,0.15692667724958986,91.49300819036694
588.6868686868687,0.15523598431474994,91.38538551377401
594.3434343434343,0.15356145945613586,91.26824519594983
600.0,0.15190279637037296,91.14167782222378
